Rank,Name,Race,Class,Guild,Faction,Realm,Region,Zone,Spec,SimDPS
275,Uelox,Blood Elf,Rogue,no idea,Horde,Illidan,US,,Outlaw,12902.40
276,Nbx,Blood Elf,Rogue,Salty,Horde,Blackhand,EU,DE,Subtlety,12902.10
277,Varân,Undead,Rogue,Imperîum,Horde,Hyjal,EU,FR,Outlaw,12901.90
278,Gunnur,Void Elf,Rogue,Alliance Lives Mat..,Alliance,Scilla,US,,Subtlety,12901.40
279,Stabzerath,Orc,Rogue,Keep Calm,Horde,Spirestone,US,,Subtlety,12900.60
280,Cuchiog,Human,Rogue,Loot FTW,Alliance,Ravencrest,EU,,Subtlety,12900.40
281,Jackychounx,Blood Elf,Rogue,Slow Motion,Horde,Ysondre,EU,FR,Subtlety,12899.80
282,Нешипе,Human,Rogue,ИНКВИЗИТОРЫ,Alliance,Галакронд,EU,RU,Subtlety,12899.70
283,Waøua,Blood Elf,Rogue,BlackLotus,Horde,Ysondre,EU,FR,Outlaw,12898.30
284,Blitzmonk,Blood Elf,Monk,Salty Spitoon,Horde,Thrall,EU,DE,Windwalker,12897.10
285,Âqua,Night Elf,Rogue,Beyond The Flames,Alliance,Stormrage,US,,Subtlety,12896.70
286,Bulletproof,Human,Monk,Twisted Haven,Alliance,Aman'Thul,OC,,Windwalker,12896.50
287,Simplify,Human,Rogue,Vindicatum,Alliance,Icecrown,US,,Subtlety,12896.40
288,Bloodyfight,Blood Elf,Monk,So Much Discussion,Horde,Blackmoore,EU,DE,Windwalker,12895.90
289,Lundry,Blood Elf,Rogue,Last Instance,Horde,Thrall,EU,DE,Subtlety,12895.60
290,Youngin,Blood Elf,Rogue,Vibe,Horde,Blackmoore,EU,DE,Outlaw,12894.80
291,Dralcho,Pandaren,Monk,Mithril Knights,Horde,Hellscream,EU,,Windwalker,12893.20
292,Andoris,Blood Elf,Rogue,Months Behind,Horde,Eredar,US,,Subtlety,12891.50
293,Норвинус,Human,Rogue,Сальтаре Ин Тенебрис,Alliance,Гордунни,EU,RU,Outlaw,12891.50
294,Silence,Night Elf,Rogue,Dark Side of Elune,Alliance,Aerie Peak,US,,Subtlety,12891.50
295,Sjampiee,Blood Elf,Rogue, ,,Draenor,EU,,Outlaw,12891.50
296,Awakened,Blood Elf,Rogue,Immune,Horde,Sanguino,EU,ES,Outlaw,12889.80
297,Kavansp,Blood Elf,Rogue,Safety Dance,Horde,Argent Dawn,EU,,Subtlety,12888.90
298,Botistab,Blood Elf,Rogue,Restricted,Horde,Sargeras,EU,FR,Subtlety,12888.90
299,Stabeusz,Orc,Rogue,Way to Toxic,Horde,Burning Legion,EU,,Subtlety,12888.80
300,Twoshankz,Troll,Rogue, ,,Kilrogg,US,,Outlaw,12888.10
301,Qrymé,Undead,Rogue,Rise and Shine,Horde,Blackmoore,EU,DE,Outlaw,12887.80
302,Абисалблэйд,Night Elf,Rogue,Рубль идёт вверх,Alliance,Черный Шрам,EU,RU,Subtlety,12887.10
303,Remirogue,Night Elf,Rogue,Last Pull Magic,Alliance,Sargeras,US,,Subtlety,12886.40
304,Xînâ,Blood Elf,Monk,Accelerated,Horde,Frostwolf,EU,DE,Windwalker,12885.80
305,Zod,Dwarf,Monk,Bon Weir,Alliance,Darkspear,US,,Windwalker,12883.40
306,Aldiron,Mag'Har Orc,Rogue,Deadbeat Dads,Alliance,Zul'jin,US,,Subtlety,12882.60
307,Ryleh,Blood Elf,Rogue,TG Gaming,Horde,Eredar,EU,DE,Subtlety,12882.30
308,Саберзет,Human,Rogue,Последний Оплот Св..,Alliance,Гордунни,EU,RU,Outlaw,12881.70
309,Tåndy,Void Elf,Monk,Lets Get Toxic,Alliance,Stormrage,US,,Windwalker,12880.40
310,Fyrugue,Blood Elf,Rogue,Oracle,Horde,Twisting Nether,EU,,Subtlety,12880.10
311,Caleos,Nightborne,Rogue,Work and Income,Horde,Barthilas,OC,,Subtlety,12879.40
312,Nonsensical,Blood Elf,Rogue,OG Feedback,Horde,Bloodhoof,EU,,Outlaw,12878.70
313,Hyphxo,Blood Elf,Rogue,Aurora Nox,Horde,Kazzak,EU,,Subtlety,12878.40
314,Leeflow,Pandaren,Monk,Rise Above,Horde,Azralon,US,BR,Windwalker,12877.50
315,Fengo,Troll,Warlock,Mystic Wipes,Horde,Thrall,EU,DE,Affliction,12877.40
316,Buhcoon,Void Elf,Rogue,Alpha,Alliance,Whisperwind,US,,Outlaw,12877.20
317,Anno,Human,Rogue,Menethil Yacht Club,Alliance,Argent Dawn,EU,,Subtlety,12876.60
318,Хикаре,Void Elf,Rogue,Рубль идёт вверх,Alliance,Черный Шрам,EU,RU,Outlaw,12875.90
319,Irishbum,Troll,Warlock,Nihilism,Horde,Draenor,EU,,Affliction,12871.30
320,Telekinetic,Blood Elf,Rogue,Concordance,Horde,Thrall,US,,Outlaw,12870.80
321,Feîtan,Blood Elf,Rogue,Shoot Again,Horde,Ysondre,EU,FR,Subtlety,12868.60
322,Roguesockan,Pandaren,Rogue,Efficiency,Horde,Ragnaros,EU,,Outlaw,12868.60
323,Paradiseone,Human,Hunter, ,,Magtheridon,US,,Survival,12868.10
324,Kkrit,Blood Elf,Rogue,Flawless,Horde,Frostwolf,EU,DE,Outlaw,12867.50
325,Клинтфи,Human,Rogue,Люкс Анима,Alliance,Дракономор,EU,RU,Outlaw,12867.50
326,Джастстен,Undead,Rogue,Мёд,Horde,Свежеватель Душ,EU,RU,Outlaw,12866.10
327,Xiry,Void Elf,Rogue,Quelm,Alliance,Nagrand,EU,,Subtlety,12865.90
328,Ðìssì,Blood Elf,Monk,Last Try,Horde,Nemesis,EU,,Windwalker,12865.70
329,Alaizabel,Blood Elf,Rogue,Project,Horde,Kazzak,EU,,Subtlety,12865.70
330,Saberina,Blood Elf,Rogue,Malus Nexu,Horde,Firetree,US,,Outlaw,12864.80
331,Rìva,Blood Elf,Monk,Moo Tang,Horde,Illidan,EU,FR,Windwalker,12863.10
332,Suspenders,Dwarf,Monk,BIG CITY LIFE,Alliance,Darkspear,EU,,Windwalker,12862.80
333,Mutiláte,Blood Elf,Rogue,Primal,Horde,Kazzak,EU,,Outlaw,12860.30
334,Heypapito,Goblin,Rogue,Hold My Flask,Horde,Tichondrius,US,,Outlaw,12859.60
335,Mediate,Blood Elf,Rogue,Korruptio,Horde,Stormreaver,EU,,Subtlety,12859.30
336,Jny,Blood Elf,Monk,Familiar with Drama,Horde,Twisting Nether,EU,,Windwalker,12857.70
337,Skorp,Troll,Mage,NO CHANGES,Horde,Mal'Ganis,US,,Arcane,12857.50
338,Scarlette,Blood Elf,Rogue,The Tied Knot,Horde,Lightning's Blade,US,,Subtlety,12856.40
339,Schteiin,Troll,Warlock,Fat Ducks,Horde,Hyjal,EU,FR,Affliction,12855.10
340,Нтерра,Blood Elf,Rogue,Девять,Horde,Ревущий фьорд,EU,RU,Outlaw,12854.30
341,Andersun,Blood Elf,Rogue,On The Spectrum,Horde,Barthilas,OC,,Subtlety,12853.60
342,Gléowan,Blood Elf,Rogue,Vibe,Horde,Blackmoore,EU,DE,Outlaw,12852.70
343,Anticipates,Blood Elf,Rogue,Anger,Horde,Illidan,US,,Outlaw,12852.30
344,Riderx,Blood Elf,Rogue,Unlucky I Guess,Horde,Ragnaros,EU,,Subtlety,12852.20
345,Gorefeather,Gnome,Rogue,Stormwind Fried Ch..,Alliance,Ravencrest,EU,,Outlaw,12850.50
346,Darrosh,Void Elf,Rogue,Comfort Eagle,Alliance,Azuremyst,US,,Outlaw,12849.30
347,Revamps,Undead,Rogue,Too Bad for Glad,Horde,Kil'Jaeden,US,,Outlaw,12848.20
348,Slyfa,Night Elf,Rogue,Lucky Druids Inside,Alliance,Antonidas,EU,DE,Subtlety,12847.80
349,Méliôs,Blood Elf,Rogue,Border Line,Horde,Dalaran,EU,FR,Subtlety,12847.70
350,Monkãs,Blood Elf,Monk,Nerds,Horde,Twisting Nether,EU,,Windwalker,12847.70
351,Squidrunner,Void Elf,Rogue,Memento Mori,Alliance,Windrunner,US,,Subtlety,12845.50
352,Ытьыть,Night Elf,Rogue,Вертиго,Alliance,Гордунни,EU,RU,Outlaw,12845.10
353,Hawtnspicy,Blood Elf,Rogue,Friendship Parsing,Horde,Mal'Ganis,US,,Subtlety,12844.50
354,Gluteusguard,Blood Elf,,Substance,Horde,Mal'Ganis,US,,Frost,12844.30
355,Memori,Nightborne,Rogue,Dunkles Blut,Horde,Anub'arak,EU,DE,Outlaw,12844.30
356,Osank,Blood Elf,Rogue,Capital Vices,Horde,Eredar,US,,Outlaw,12843.80
357,Maykry,Human,Rogue,Business Class,Alliance,Sargeras,US,,Subtlety,12843.60
358,Methodmini,Blood Elf,Rogue,Limit,Horde,Illidan,US,,Subtlety,12842.60
359,Dankfish,Blood Elf,Monk,Mainframe,Horde,Tarren Mill,EU,,Windwalker,12840.80
360,Упсоид,Void Elf,Rogue, ,,Гордунни,EU,RU,Subtlety,12838.90
361,Mappr,Blood Elf,Rogue,Nurfed,Horde,Tichondrius,US,,Outlaw,12838.70
362,Windwalking,Blood Elf,Monk,Nerd Rage,Horde,Tichondrius,US,,Windwalker,12838.70
363,Anka,Night Elf,Rogue,E T H E R I A L,Alliance,Dun Modr,EU,ES,Subtlety,12837.90
364,Miniath,Blood Elf,Rogue,Leviathan,Horde,Hyjal,US,,Subtlety,12837.90
365,Arwender,Void Elf,Rogue,Völkisch,Alliance,Ravencrest,EU,,Subtlety,12837.30
366,Ivaz,Human,Rogue, ,,Grim Batol,EU,,Subtlety,12836.20
367,Отецдвух,Blood Elf,Rogue,Эден,Horde,Свежеватель Душ,EU,RU,Outlaw,12836.10
368,Dpsveryslow,Void Elf,Rogue,Conclave,Alliance,Silvermoon,EU,,Subtlety,12835.70
369,Авардд,Undead,Rogue,Асе,Horde,Свежеватель Душ,EU,RU,Outlaw,12831.70
370,Аллекто,Blood Elf,Rogue,Бегущие по Лезвию,Horde,Ревущий фьорд,EU,RU,Subtlety,12831.50
371,Roguejerd,Blood Elf,Rogue,Gray Parses,Horde,Illidan,US,,Outlaw,12830.40
372,Knufel,Blood Elf,Rogue,Fantasmagoria,Horde,Burning Legion,EU,,Subtlety,12828.30
373,Gerrith,Human,Mage,The Sanctuary,Alliance,Dalaran,US,,Arcane,12827.10
374,Сангетор,Night Elf,Rogue,Стоп Гейминг,Alliance,Гордунни,EU,RU,Subtlety,12826.70
375,Asîsts,Blood Elf,Rogue,Gray Parse Theory,Horde,Bleeding Hollow,US,,Outlaw,12826.70
376,Sebbii,Blood Elf,Monk,SNYGGA POJKAR,Horde,Twisting Nether,EU,,Windwalker,12826.50
377,Yrettab,Undead,Rogue,Ascended,Horde,Illidan,US,,Subtlety,12826.30
378,Thugginiques,Human,Rogue,Nobility,Alliance,Kel'Thuzad,US,,Outlaw,12826.10
379,Vynariian,Blood Elf,Rogue,Money Sink,Horde,Tichondrius,US,,Outlaw,12826.10
380,Laleo,Blood Elf,Rogue,Myst,Horde,Draenor,EU,,Outlaw,12825.30
381,Dorleloriel,Blood Elf,Rogue,Epic Wipe,Horde,Ragnaros,US,,Subtlety,12825.20
382,Йокан,Troll,Rogue,Зайцы,Horde,Ревущий фьорд,EU,RU,Outlaw,12825.10
383,Crushijijij,Undead,Rogue,Azeroth Border Con..,Horde,Blackmoore,EU,DE,Subtlety,12824.40
384,Empy,Blood Elf,Rogue,This Game is SO Hard,Horde,Illidan,US,,Outlaw,12824.30
385,Дешёваяпочка,Blood Elf,Rogue,Мисклик,Horde,Ревущий фьорд,EU,RU,Outlaw,12823.60
386,Хому,Blood Elf,Rogue,Великие Инквизиторы,Horde,Свежеватель Душ,EU,RU,Outlaw,12821.60
387,Kareniusc,Blood Elf,Rogue,Calculated,Horde,Onyxia,EU,DE,Subtlety,12821.60
388,Cthuulu,Troll,Warlock,Unleashed,Horde,Hyjal,EU,FR,Affliction,12820.90
389,Альдана,Blood Elf,Monk,Веригуд,Horde,Ревущий фьорд,EU,RU,Windwalker,12820.60
390,Souljà,Troll,Warlock,Waít for it,Horde,Ysondre,EU,FR,Affliction,12819.60
391,Venomrush,Void Elf,Rogue,Bloody Avenge,Alliance,Blackmoore,EU,DE,Subtlety,12819.40
392,Arîà,Blood Elf,Rogue,Shroud,Horde,Illidan,US,,Subtlety,12818.50
393,Zan,Blood Elf,Rogue,Misplaced,Horde,Burning Legion,EU,,Subtlety,12817.70
394,Акирдна,Human,Rogue,След тени,Alliance,Азурегос,EU,RU,Outlaw,12816.80
395,Джэйзо,Void Elf,Rogue,Бруталити,Alliance,Гордунни,EU,RU,Subtlety,12816.10
396,Vanish,Blood Elf,Rogue,Unlucky,Horde,Jubei'Thos,OC,,Outlaw,12815.10
397,Monscape,Human,Warlock,Rude Awakening,Alliance,Whisperwind,US,,Affliction,12814.50
398,Ano,Blood Elf,Rogue,Ego,Horde,Saurfang,OC,,Subtlety,12814.40
399,Cyraxe,Undead,Rogue,The Mafia,Horde,Frostwolf,US,,Outlaw,12813.80
400,Stabbyjay,Blood Elf,Rogue,BRB,Horde,Tarren Mill,EU,,Outlaw,12813.80
401,Exui,Pandaren,Rogue,EMP,Horde,Blackrock,EU,DE,Outlaw,12813.60
402,Reev,Void Elf,Rogue, ,,Hyjal,EU,FR,Subtlety,12812.30
403,Xaíl,Blood Elf,Paladin,Awake,Horde,Eredar,EU,DE,Retribution,12810.50
404,Кериана,Void Elf,Rogue,Одержимость,Alliance,Азурегос,EU,RU,Subtlety,12809.50
405,Dheaf,Gnome,Hunter,Deus Ex,Alliance,Frostmane,EU,,Survival,12809.40
406,Авеллон,Void Elf,Rogue,Воинствующий альянс,Alliance,Дракономор,EU,RU,Subtlety,12809.20
407,Zore,Human,Rogue,Veneration,Alliance,Antonidas,EU,DE,Subtlety,12807.80
408,Rogba,Blood Elf,Rogue,Solitari,Horde,Well of Eternity,EU,,Subtlety,12807.50
409,Aleyn,Blood Elf,Rogue,no effort,Horde,Azshara,EU,DE,Subtlety,12806.90
410,Moxflip,Human,Monk,Stay Down,Alliance,Sargeras,US,,Windwalker,12806.80
411,Kokokoko,Orc,Rogue, ,,Mal'Ganis,US,,Subtlety,12806.70
412,Minusrogue,Blood Elf,Rogue,wgm,Horde,Blackrock,EU,DE,Outlaw,12806.40
413,Lycanthropì,Blood Elf,Rogue,Unicorn Seven,Horde,Illidan,US,,Outlaw,12805.70
414,Lyvina,Void Elf,Rogue,Veneration,Alliance,Antonidas,EU,DE,Subtlety,12805.30
415,Lyvina,Void Elf,Rogue,Veneration,Alliance,Antonidas,EU,DE,Subtlety,12805.30
416,Grenter,Void Elf,Monk,Diverse Society,Alliance,The Maelstrom,EU,,Windwalker,12804.70
417,Ikeg,Blood Elf,Monk,OpenSource,Horde,Dragonmaw,US,,Windwalker,12803.70
418,Друледок,Troll,Hunter,Эден,Horde,Свежеватель Душ,EU,RU,Survival,12803.10
419,Daym,Orc,Rogue,Stinki Monki Finger,Horde,Tarren Mill,EU,,Outlaw,12802.90
420,Selko,Blood Elf,Rogue,Crows,Horde,Drak'thul,EU,,Outlaw,12801.70
421,Lunelia,Blood Elf,Monk,Two and a half Main,Horde,Thrall,EU,DE,Windwalker,12801.40
422,Fiisch,Undead,Hunter,Brain on GCD,Horde,Kil'Jaeden,US,,Survival,12801.40
423,Vithika,Blood Elf,Rogue,Arbitrary,Horde,Barthilas,OC,,Subtlety,12800.60
424,Даркспейсс,Orc,Rogue,Зеленые человечки,Horde,Ревущий фьорд,EU,RU,Subtlety,12800.20
425,Velaana,Blood Elf,Hunter,Panta Rheî,Horde,Drak'thul,EU,,Havoc,12799.80
426,Uncleiroh,Pandaren,Monk,Titan,Horde,Destromath,US,,Windwalker,12799.30
427,Lyzvicious,Blood Elf,Rogue,Empîre,Horde,Illidan,EU,FR,Subtlety,12798.80
428,Souleï,Blood Elf,Rogue, ,,Hyjal,EU,FR,Subtlety,12798.40
429,Syntaxx,Undead,Rogue,Fellowship,Horde,Silvermoon,US,,Subtlety,12797.60
430,Neebelwerfer,Void Elf,Rogue,Cloud Atlas,Alliance,Frostmane,EU,,Subtlety,12797.60
431,Smugwendy,Undead,Rogue,AnarChronos,Horde,Wyrmrest Accord,US,,Outlaw,12797.60
432,Monkcane,Blood Elf,Monk,Avid,Horde,Illidan,US,,Windwalker,12797.40
433,Лунардастен,Human,Rogue,ИНКВИЗИТОРЫ,Alliance,Галакронд,EU,RU,Subtlety,12795.30
434,Tubsmcguinty,Night Elf,Rogue,Aftermath,Alliance,Dalaran,US,,Outlaw,12792.50
435,Playtimes,Troll,Mage,Renovo,Horde,Twisting Nether,EU,,Arcane,12792.40
436,Tripzor,Undead,Rogue,NO CHANGES,Horde,Mal'Ganis,US,,Outlaw,12792.10
437,Adlina,Orc,Rogue,MVP,Horde,Thrall,EU,DE,Outlaw,12791.90
438,Syl,Blood Elf,Warlock,Avoid,Horde,Festung der Stürme,EU,DE,Affliction,12791.40
439,Fakemustache,Human,Rogue,Relevant,Alliance,Frostmourne,OC,,Subtlety,12791.30
440,Nylmenia,Blood Elf,Rogue,Omicron,Horde,Blackmoore,EU,DE,Subtlety,12790.60
441,Felyssey,Void Elf,Rogue,Ministry of Love,Alliance,Proudmoore,US,,Subtlety,12790.50
442,Rieko,Void Elf,Rogue,Phoenix Continuum,Alliance,Well of Eternity,EU,,Subtlety,12789.90
443,Nightx,Blood Elf,Rogue,Vision,Horde,Thrall,US,,Subtlety,12788.30
444,Huglifexo,Blood Elf,Monk,Aesthetic,Horde,Area 52,US,,Windwalker,12787.90
445,Disasstah,Blood Elf,Rogue,First Blood,Horde,Ragnaros,EU,,Subtlety,12787.50
446,Escänor,Blood Elf,Paladin,MRK,Horde,Kazzak,EU,,Retribution,12787.10
447,Guschni,Blood Elf,Monk,Desidia,Horde,Eredar,EU,DE,Windwalker,12786.30
448,Yabish,Undead,Rogue,Nitro,Horde,Eredar,EU,DE,Subtlety,12786.20
449,Madve,Undead,Rogue,Not Sure If Trolling,Horde,Ragnaros,EU,,Subtlety,12785.50
450,Mycreation,Blood Elf,Monk,Crit Alt Delete,Horde,Stormscale,EU,,Windwalker,12784.70
451,Methacalos,Human,Paladin,Indestructible,Alliance,Kel'Thuzad,US,,Retribution,12784.10
452,Dismay,Blood Elf,Rogue,Blackthorn,Horde,Blackrock,EU,DE,Outlaw,12782.70
453,Dabadoodle,Void Elf,Monk,Abyss,Alliance,Whisperwind,US,,Windwalker,12782.20
454,Sneakyjones,Void Elf,Rogue,Emerald Weapons,Alliance,Sylvanas,EU,,Subtlety,12782.10
455,Zenxo,Undead,Rogue,The Spice Boys,Horde,Thrall,US,,Outlaw,12781.80
456,Hakaí,Human,Rogue,Godless,Alliance,Lightbringer,EU,,Outlaw,12780.70
457,Cadey,Blood Elf,Rogue,Outism Prime,Horde,Thrall,EU,DE,Subtlety,12780.40
458,Menthesucrée,Blood Elf,Rogue,Illuzion,Horde,Hyjal,EU,FR,Subtlety,12779.40
459,Yunasa,Blood Elf,Monk, ,,Illidan,US,,Windwalker,12778.90
460,Matusoín,Troll,Warlock,Pure,Horde,Doomhammer,EU,,Affliction,12778.70
461,Aloy,Blood Elf,Rogue,Disciples of Grey,Horde,Kilrogg,US,,Outlaw,12778.20
462,Ëevox,Dwarf,Rogue,Faíthless,Alliance,Archimonde,EU,FR,Outlaw,12778.20
463,Bigsausagexd,Blood Elf,Rogue,Fat Losers,Horde,Area 52,US,,Outlaw,12777.60
464,Эсэксай,Void Elf,Rogue,Конфедерация Азерота,Alliance,Гордунни,EU,RU,Subtlety,12776.80
465,Varhien,Human,Rogue,Anachronox,Alliance,Silvermoon,EU,,Outlaw,12774.70
466,Xerso,Undead,Rogue,Unity,Horde,Dethecus,EU,DE,Subtlety,12772.70
467,Nihivia,Blood Elf,Monk,Ironbound,Horde,Burning Legion,EU,,Windwalker,12772.50
468,Silvervale,Blood Elf,Rogue,Crímson,Horde,Kazzak,EU,,Subtlety,12772.40
469,Avemorte,Undead,Rogue,Detoxed,Horde,Thrall,US,,Outlaw,12772.40
470,Pøøpsslock,Troll,Warlock,Waít for it,Horde,Ysondre,EU,FR,Affliction,12771.40
471,Rennqt,Blood Elf,Rogue,Tyranny,Horde,Shattered Hand,US,,Subtlety,12771.40
472,Shakytrickz,Blood Elf,Rogue,Keep Calm,Horde,Firetree,US,,Subtlety,12770.10
473,Numbah,Undead,Rogue,Revive,Horde,Stormreaver,US,,Outlaw,12769.50
474,Svnn,Blood Elf,Rogue,Swap,Horde,Hyjal,EU,FR,Subtlety,12769.10
475,Kiwifruity,Human,Rogue,Honestly,Alliance,Frostmourne,OC,,Subtlety,12767.90
476,Munkefár,Blood Elf,Rogue,Bird is the Word,Horde,Frostwhisper,EU,,Subtlety,12766.80
477,Подкрадунчик,Dwarf,Rogue, ,,Страж смерти,EU,RU,Outlaw,12766.50
478,Eqster,Orc,Hunter,Lagom,Horde,Kazzak,EU,,Survival,12766.30
479,Toxicz,Blood Elf,Rogue,Decidedly Uncouth,Horde,Mal'Ganis,US,,Subtlety,12765.20
480,Redkulaid,Void Elf,Rogue,Infallible,Alliance,Whisperwind,US,,Outlaw,12763.20
481,Kopsfet,Undead,Rogue,Wretched,Horde,Kilrogg,EU,,Outlaw,12762.20
482,Monkabob,Mag'Har Orc,Monk,Apeks,Alliance,Tichondrius,US,,Windwalker,12761.80
483,Masuzu,Human,Warlock,The Loli Patrol,Alliance,Ravencrest,EU,,Affliction,12761.70
484,Shaeylen,Human,Rogue,Hillium,Alliance,Hyjal,EU,FR,Outlaw,12761.50
485,Disturbed,Orc,Rogue,Never Surrender,Horde,Azshara,EU,DE,Subtlety,12761.10
486,Kaneshdh,Blood Elf,Hunter,Fangs of Fenris,Horde,Blackmoore,EU,DE,Havoc,12760.90
487,Kafferino,Undead,Rogue,Revoke,Horde,Tarren Mill,EU,,Subtlety,12759.90
488,Lucaa,Blood Elf,Rogue,Vex,Horde,Anachronos,EU,,Subtlety,12759.90
489,Kïnky,Blood Elf,Rogue,Cerberus,Horde,Illidan,US,,Outlaw,12759.80
490,Hakyna,Blood Elf,Rogue,What Is Wype,Horde,Hyjal,EU,FR,Outlaw,12759.70
491,Vèlvet,Blood Elf,Rogue,Ex Deus,Horde,Ragnaros,EU,,Subtlety,12759.10
492,Shoëy,Blood Elf,Rogue,ComeBack,Horde,Archimonde,EU,FR,Subtlety,12758.60
493,Talyzz,Blood Elf,Rogue,PepeHands,Horde,Blackrock,EU,DE,Outlaw,12756.90
494,Chaptercondo,Blood Elf,Rogue,Untold Prophecy,Horde,Zul'jin,US,,Subtlety,12755.90
495,Sisko,Troll,Rogue,WarGuilds,Horde,Kael'Thas,EU,FR,Subtlety,12755.90
496,Starup,Void Elf,Rogue,Balanced,Alliance,Silvermoon,EU,,Subtlety,12755.80
497,Lextalionz,Undead,Rogue,Innominatum,Horde,Twisting Nether,EU,,Subtlety,12755.70
498,Мэрисс,Pandaren,Monk,Булки,Alliance,Гордунни,EU,RU,Windwalker,12755.50
499,Zetsumai,Night Elf,Rogue,Scion,Alliance,Quel'Thalas,EU,,Subtlety,12755.50
500,Clazyca,Orc,Rogue, ,,Stormscale,EU,,Outlaw,12755.50
501,Keta,Dwarf,Rogue,Enraged,Alliance,Ambossar,EU,DE,Subtlety,12754.50
502,Areteex,Undead,Rogue, ,,Bleeding Hollow,US,,Outlaw,12754.20
503,Muc,Orc,Rogue,Claw and Shadow,Horde,Wyrmrest Accord,US,,Outlaw,12753.90
504,Ookiedookie,Human,Rogue, ,,Kel'Thuzad,US,,Outlaw,12753.70
505,Lowrogue,Orc,Rogue,Nox,Horde,Zul'jin,US,,Outlaw,12753.50
506,Orink,Pandaren,Monk,The Pathfinders,Alliance,The Venture Co,EU,,Windwalker,12753.40
507,Shurikyn,Night Elf,Rogue,Dysfunctional,Alliance,Sargeras,US,,Subtlety,12752.80
508,Kurøchan,Undead,Rogue,Horizon,Horde,Thrall,EU,DE,Outlaw,12752.30
509,Cael,Goblin,Rogue,Camgirls,Horde,Mannoroth,EU,DE,Outlaw,12752.20
510,Ephrea,Pandaren,Rogue,Skill Not Loading,Horde,Hyjal,EU,FR,Outlaw,12751.90
511,Freéza,Blood Elf,Rogue,Made in China,Horde,Azralon,US,BR,Outlaw,12751.80
512,Snakez,Mag'Har Orc,Monk,LA,Alliance,Stormreaver,US,,Windwalker,12751.50
513,Roguê,Human,Rogue,ughh this again,Alliance,Kel'Thuzad,US,,Outlaw,12751.10
514,Birdyo,Troll,Rogue,flippin out mon,Horde,Thrall,EU,DE,Outlaw,12750.50
515,Haîtô,Undead,Rogue,Honor,Horde,Blackrock,EU,DE,Outlaw,12750.40
516,Релландрис,Nightborne,Rogue,Багровый Туман,Horde,Ревущий фьорд,EU,RU,Outlaw,12750.40
517,Fullmongo,Goblin,Rogue,Ex Inferno,Horde,Area 52,US,,Subtlety,12750.30
518,Hgc,Orc,Rogue, ,,Illidan,US,,Outlaw,12749.30
519,Kilthydh,Blood Elf,Hunter,Immune,Horde,Sanguino,EU,ES,Havoc,12748.40
520,Fearxthis,Blood Elf,Rogue,Disbelief,Horde,Illidan,US,,Subtlety,12748.20
521,Bonneru,Void Elf,Rogue,Almost Midnight,Alliance,Stormrage,US,,Outlaw,12747.90
522,Lights,Blood Elf,Rogue,Any Hungry,Horde,Ragnaros,EU,,Outlaw,12746.60
523,Archviler,Blood Elf,Rogue,Dramatic,Horde,Thrall,US,,Outlaw,12745.40
524,Aamulaatta,Undead,Rogue,Korruptio,Horde,Stormreaver,EU,,Subtlety,12745.30
525,Andraxe,Dwarf,Rogue,Judge,Alliance,Silvermoon,EU,,Subtlety,12745.30
526,Sitdamwide,Tauren,Monk,Way of the Wicked,Horde,Drak'thul,US,,Windwalker,12744.70
527,Ameyurii,Blood Elf,Rogue,Salty,Horde,Blackhand,EU,DE,Subtlety,12744.70
528,Malegor,Undead,Rogue,Under Pressure,Horde,Frostwolf,EU,DE,Subtlety,12744.50
529,Jajaos,Blood Elf,Rogue,The Scarlet Ravens,Horde,Aggra,EU,,Subtlety,12744.30
530,Novä,Blood Elf,Hunter,Panta Rheî,Horde,Drak'thul,EU,,Survival,12743.90
531,Morllinor,Human,Rogue,Wisp,Alliance,Hyjal,EU,FR,Subtlety,12743.20
532,Metrixx,Blood Elf,Rogue,Pho,Horde,Zul'jin,US,,Outlaw,12742.80
533,Tùrbo,Human,Rogue,Myth,Alliance,Blackmoore,EU,DE,Subtlety,12742.60
534,Brauchen,Blood Elf,Rogue,Security,Horde,Tarren Mill,EU,,Subtlety,12741.70
535,Zerbro,Void Elf,Rogue,Requiem,Alliance,Nethersturm,EU,DE,Subtlety,12741.60
536,Famxx,Void Elf,Rogue,Club Camel,Alliance,Stormrage,US,,Subtlety,12741.60
537,Monkfull,Blood Elf,Monk,Immune,Horde,Sanguino,EU,ES,Windwalker,12741.40
538,Boo,Undead,Rogue,Seagulls,Horde,Bloodscalp,EU,,Subtlety,12740.90
539,Agilities,Undead,Rogue,Frosted Flakes,Horde,Illidan,US,,Outlaw,12740.80
540,Chiyome,Night Elf,Rogue,Lunaris,Alliance,Dalaran,EU,FR,Outlaw,12740.60
541,Worbens,Human,Rogue,Friendly Banter,Alliance,Stormrage,US,,Outlaw,12740.30
542,Imdatsik,Human,Rogue,Distinctly Average,Alliance,Silvermoon,EU,,Subtlety,12740.20
543,Eigen,Troll,Rogue,Nocturnal Supremacy,Horde,Twisting Nether,EU,,Subtlety,12737.30
544,Projectt,Blood Elf,Rogue,Addiction,Horde,Bleeding Hollow,US,,Subtlety,12737.10
545,Xenovìa,Blood Elf,Rogue,Echoes,Horde,Sargeras,EU,FR,Subtlety,12736.90
546,Erenthas,Blood Elf,Monk,Andromeda,Horde,Tarren Mill,EU,,Windwalker,12735.90
